task_id,task catefory,mode,user_prompt,input_data_ref,data_key,context_block,expected_capability,acceptance_metrics,evidence required,gold_ref,seed,time_limit_s,notes,expeted_tool_chain
META-006,Meta-Analysis,Full-Stack,"Perform network meta-analysis comparing CBT, medication, and placebo brain effects",Multiple treatment studies,,Compare effectiveness of different interventions on brain activity patterns,network_meta_analysis_tool,treatments=3; ranking_generated,network_diagram.png; sucra_rankings.csv,,,,,
META-007,Meta-Analysis,Full-Stack,Run coordinate-based meta-regression with age as moderator,Age-stratified coordinates,,Test if brain activation patterns change systematically with participant age across studies,coordinate_meta_analysis_tool,meta_regression_betas; age_effect_p<0.05,age_moderation_map.nii.gz; regression_results.csv,,,,,
META-008,Meta-Analysis,Full-Stack,Compute activation likelihood estimation with sample size weighting,Weighted coordinate list,,Give more influence to studies with larger samples when pooling results,coordinate_meta_analysis_tool,weighted_ale_map; sample_weights_applied,weighted_ale.nii.gz; weight_distribution.png,,,,,
META-009,Meta-Analysis,Full-Stack,Perform contrast meta-analysis: faces vs houses across studies,Category-specific coordinates,,Meta-analyze the differential activation between two stimulus types,coordinate_meta_analysis_tool,contrast_ale_map; conjunction_analysis,contrast_map.nii.gz; conjunction_map.nii.gz,,,,,
META-010,Meta-Analysis,Full-Stack,Run hierarchical Bayesian meta-analysis on resting-state networks,Multiple RS-fMRI studies,,Use Bayesian framework to handle complex study hierarchies and estimate uncertainty,bayesian_analysis_tool,posterior_maps; credible_intervals,posterior_mean.nii.gz; uncertainty_map.nii.gz,,,,,
META-011,Meta-Analysis,Full-Stack,Calculate fail-safe N for attention network meta-analysis,Attention coordinates,,Determine how many null studies needed to overturn significant meta-analytic finding,coordinate_meta_analysis_tool,failsafe_n_computed; robustness_check,failsafe_n.txt; robustness_plot.png,,,,,
META-012,Meta-Analysis,Full-Stack,Perform leave-one-out meta-analysis to identify influential studies,Emotion coordinates,,Test stability of meta-analytic results by systematically excluding each study,coordinate_meta_analysis_tool,loo_maps_generated=n_studies; influential_studies,loo_results.csv; influence_plot.png,,,,,
META-013,Meta-Analysis,Full-Stack,Extract and meta-analyze effect sizes from memory fMRI papers,PubMed memory papers,,Pull standardized effect sizes from papers and synthesize with inverse-variance weighting,literature_mining_tool; effect_size_meta_tool,effect_sizes_extracted>50; pooled_estimate,forest_plot.png; meta_analysis_table.csv,,,,,
META-014,Meta-Analysis,Full-Stack,Run multivariate meta-analysis on correlated brain regions,Coordinate clusters,,Account for spatial correlation when multiple nearby peaks reported from same study,coordinate_meta_analysis_tool,multivariate_correction; spatial_covariance,corrected_ale.nii.gz; covariance_matrix.npy,,,,,
META-015,Meta-Analysis,Full-Stack,Perform specification curve meta-analysis testing analysis choices,Multiple analytic pipelines,,Assess robustness by meta-analyzing results across different preprocessing/analysis paths,meta_analysis_tool,specification_curves; robustness_estimate,spec_curve_plot.png; pipeline_results.csv,,,,,
META-016,Meta-Analysis,Full-Stack,Run kernel density analysis meta-analysis on reward coordinates,Reward task coordinates,,Use Gaussian kernel smoothing to create probabilistic activation maps,coordinate_meta_analysis_tool,kda_map_generated; kernel_fwhm=10mm,kda_map.nii.gz; probability_map.nii.gz,,,,,
META-017,Meta-Analysis,Full-Stack,"Calculate heterogeneity statistics (I², Cochran's Q) for DMN meta",Default mode coordinates,,Quantify variability in default mode network coordinates across studies,coordinate_meta_analysis_tool,heterogeneity_i2; cochran_q_p,heterogeneity_report.txt; forest_plot.png,,,,,
META-018,Meta-Analysis,Full-Stack,Perform permutation-based thresholding for meta-analytic maps,Combined ALE map,,Use non-parametric stats to threshold meta-analysis at family-wise error rate,permutation_testing_tool,fwe_threshold; permutation_n=10000,fwe_corrected_ale.nii.gz; null_distribution.png,,,,,
META-019,Meta-Analysis,Full-Stack,Run subgroup meta-analysis comparing clinical vs healthy populations,Mixed population coordinates,,Test if brain activation differs between patient and control groups across studies,coordinate_meta_analysis_tool,subgroup_contrast; interaction_test,subgroup_difference.nii.gz; subgroup_table.csv,,,,,
META-020,Meta-Analysis,Full-Stack,Extract study quality metrics and run quality-weighted meta-analysis,Rated studies coordinates,,Weight studies by methodological quality when pooling activation coordinates,literature_mining_tool; coordinate_meta_analysis_tool,quality_scores_assigned; quality_weighted_ale,quality_weighted.nii.gz; quality_distribution.png,,,,,
,,,,,,,,,,,,,,
STATINF-001,Statistical Inference,Full-Stack,Run 10000 permutation test on Haxby face vs house contrast,Haxby dataset,nilearn.datasets.fetch_haxby,Test statistical significance by randomly shuffling condition labels many times,permutation_testing_tool,null_distribution_generated; fwe_corrected_p,permutation_pvals.npy; null_histogram.png,,,,,
STATINF-002,Statistical Inference,Full-Stack,Apply FDR correction to group activation map from Localizer,Brainomics Localizer,nilearn.datasets.fetch_localizer_contrasts,Control false discovery rate to handle testing thousands of brain voxels,multiple_comparison_tool,fdr_threshold; significant_voxels>100,fdr_corrected_map.nii.gz; qvals.nii.gz,,,,,
STATINF-003,Statistical Inference,Full-Stack,Perform cluster-based thresholding using FSL randomise,Localizer contrasts,,Define significant brain regions using cluster extent instead of individual voxels,fsl_palm_tool; cluster_correction,cluster_map; cluster_table,corrected_clusters.nii.gz; cluster_stats.csv,,,,,
STATINF-004,Statistical Inference,Full-Stack,Run Bayesian second-level analysis with informative priors,Localizer group data,,Use Bayesian statistics to incorporate prior knowledge and quantify uncertainty,bayesian_analysis_tool,posterior_maps; bayes_factor>3,posterior_mean.nii.gz; credible_intervals.nii.gz,,,,,
STATINF-005,Statistical Inference,Full-Stack,Calculate confidence intervals for ROI effect sizes in ADHD data,ADHD-200 dataset,nilearn.datasets.fetch_adhd,Estimate precision of group differences with bootstrap confidence intervals,statistical_inference_tool,ci_95_computed; effect_sizes_with_ci,effect_sizes.csv; ci_plot.png,,,,,
STATINF-006,Statistical Inference,Full-Stack,Perform TFCE correction on mixed effects GLM results,Development fMRI dataset,nilearn.datasets.fetch_development_fmri,Use threshold-free cluster enhancement to avoid arbitrary cluster-forming threshold,statistical_inference_tool; fsl_palm_tool,tfce_corrected_map; enhanced_sensitivity,tfce_map.nii.gz; corrected_pvals.nii.gz,,,,,
STATINF-007,Statistical Inference,Full-Stack,Run sign-flipping permutation test for paired t-test,Pre-post intervention data,,Test within-subject changes using sign-flipping instead of full permutation,permutation_testing_tool,sign_flips=10000; exact_p_values,sign_flip_results.csv; null_distribution.png,,,,,
STATINF-008,Statistical Inference,Full-Stack,Apply Bonferroni correction to ROI-based analysis,Haxby with 10 ROIs,,Use conservative family-wise error correction for small number of tests,multiple_comparison_tool,bonferroni_alpha=0.005; surviving_rois,roi_results.csv; corrected_pvals.txt,,,,,
STATINF-009,Statistical Inference,Full-Stack,Compute standardized effect sizes (Cohen's d) for group contrasts,ABIDE dataset,nilearn.datasets.fetch_abide_pcp,Calculate effect size for ASD vs control differences to assess clinical significance,statistical_inference_tool,cohens_d_computed; effect_sizes>0.5,effect_sizes.csv; effect_size_map.nii.gz,,,,,
STATINF-010,Statistical Inference,Full-Stack,Run mixed effects ANOVA with subject as random effect,Localizer multi-task data,,Model both fixed task effects and random subject variability,mixed_effects_tool,f_statistic_map; random_effects_variance,anova_fmap.nii.gz; variance_components.csv,,,,,
STATINF-011,Statistical Inference,Full-Stack,Perform equivalence testing for null effects in control regions,Haxby dataset,nilearn.datasets.fetch_haxby,Test if activation is statistically equivalent to zero in control regions,statistical_inference_tool,equivalence_bounds; tost_p<0.05,equivalence_results.csv; tost_plot.png,,,,,
STATINF-012,Statistical Inference,Full-Stack,Calculate power analysis for future study design,OASIS VBM dataset,nilearn.datasets.fetch_oasis_vbm,Estimate required sample size to detect observed effect with 80% power,statistical_inference_tool,required_n; power_curve,power_analysis.csv; power_curve.png,,,,,
STATINF-013,Statistical Inference,Full-Stack,Run robust regression with outlier detection on age effects,OASIS VBM dataset,nilearn.datasets.fetch_oasis_vbm,Fit regression model resistant to outlier subjects,statistical_inference_tool,robust_betas; outliers_flagged,robust_regression.csv; outlier_plot.png,,,,,
STATINF-014,Statistical Inference,Full-Stack,Perform exact permutation test with small sample correction,Small sample dataset (n=10),,Use all possible permutations for exact p-values with tiny samples,permutation_testing_tool,exact_permutations; exhaustive_test,exact_pvals.csv; all_permutations.npy,,,,,
STATINF-015,Statistical Inference,Full-Stack,Apply voxel-wise FWE correction using max statistic,Localizer contrasts,,Control family-wise error by comparing to distribution of maximum statistics,multiple_comparison_tool,max_stat_threshold; fwe_alpha=0.05,fwe_corrected.nii.gz; max_distribution.png,,,,,
STATINF-016,Statistical Inference,Full-Stack,Run bootstrap resampling to estimate parameter stability,Haxby decoding model,,Resample subjects with replacement to assess variability of decoding weights,statistical_inference_tool,bootstrap_n=1000; ci_estimates,bootstrap_weights.npy; stability_plot.png,,,,,
STATINF-017,Statistical Inference,Full-Stack,Perform omnibus F-test followed by post-hoc t-tests,Localizer multi-contrast,,Test overall effect then drill down to specific pairwise comparisons,statistical_inference_tool,omnibus_significant; posthoc_bonferroni,ftest_map.nii.gz; posthoc_results.csv,,,,,
STATINF-018,Statistical Inference,Full-Stack,Calculate heterogeneity in multi-site data using I²,ABIDE multi-site,,Quantify between-site variability to decide on fixed vs random effects,statistical_inference_tool,heterogeneity_i2; site_effects,site_heterogeneity.csv; i2_by_region.nii.gz,,,,,
STATINF-019,Statistical Inference,Full-Stack,Run likelihood ratio test comparing nested GLM models,Development fMRI dataset,nilearn.datasets.fetch_development_fmri,Test if complex model significantly improves fit over simpler alternative,statistical_inference_tool,lr_statistic; model_comparison_p,model_comparison.csv; aic_bic_table.txt,,,,,
STATINF-020,Statistical Inference,Full-Stack,Perform cross-validated prediction with nested resampling,ADHD-200 dataset,nilearn.datasets.fetch_adhd,Use nested CV to get unbiased estimate of out-of-sample prediction accuracy,cross_validation_tool,nested_cv_accuracy; unbiased_estimate,nested_cv_results.csv; cv_scheme.png,,,,,
,,,,,,,,,,,,,,
CLIN-001,Clinical Analysis,Full-Stack,Classify ADHD vs controls using resting-state connectivity features,ADHD-200 dataset,nilearn.datasets.fetch_adhd,Build diagnostic classifier from brain network patterns to aid clinical assessment,mvpa_tool; clinical_decision_support,balanced_accuracy>0.65; auc>0.7,roc_curve.png; confusion_matrix.png; feature_importance.csv,,,,,
CLIN-002,Clinical Analysis,Full-Stack,Detect autism biomarkers in ABIDE structural and functional data,ABIDE dataset,nilearn.datasets.fetch_abide_pcp,Find brain measures that differ between ASD and controls for potential diagnostic use,multimodal_integration_tool,biomarker_effect_size>0.5; cross_validated,biomarker_weights.csv; brain_maps.nii.gz,,,,,
CLIN-003,Clinical Analysis,Full-Stack,Predict cognitive decline from OASIS brain volumes using ML,OASIS VBM dataset,nilearn.datasets.fetch_oasis_vbm,Train model to forecast dementia progression from baseline brain structure,dl_pytorch_tool; clinical_decision_support,prediction_mae<5_mmse_points; ci_computed,predictions.csv; feature_importance.png,,,,,
CLIN-004,Clinical Analysis,Full-Stack,Segment and quantify lesions in synthetic stroke imaging,Simulated lesion dataset,,Automatically identify and measure stroke lesions for treatment planning,lesion_detection_tool; segmentation_tool,dice_score>0.75; false_positives<3,lesion_masks.nii.gz; volume_measurements.csv,,,,,
CLIN-005,Clinical Analysis,Full-Stack,Calculate brain age gap from structural MRI using trained model,OASIS VBM dataset,nilearn.datasets.fetch_oasis_vbm,Predict biological brain age and compare to chronological age as health marker,dl_pytorch_tool; clinical_decision_support,age_mae<5years; brain_age_gap_computed,predicted_ages.csv; age_gap_distribution.png,,,,,
CLIN-006,Clinical Analysis,Full-Stack,Map lesion locations to behavioral deficits using VLSM,Simulated lesion-symptom data,,Link specific brain damage sites to functional impairments they cause,lesion_detection_tool; statistical_inference_tool,voxel_symptom_map; corrected_clusters,vlsm_map.nii.gz; deficit_correlations.csv,,,,,
CLIN-007,Clinical Analysis,Full-Stack,Compute cerebral blood flow maps from ASL perfusion data,Simulated ASL dataset,,Measure blood flow to assess stroke risk and vascular health,asl_perfusion_tool; registration_tool,cbf_maps_generated; physiological_range_40-60,cbf_map.nii.gz; mean_cbf_by_region.csv,,,,,
CLIN-008,Clinical Analysis,Full-Stack,Identify individual ADHD subtype from brain connectivity fingerprint,ADHD-200 dataset,nilearn.datasets.fetch_adhd,Classify inattentive vs hyperactive vs combined ADHD subtypes from neural data,connectivity_tool; mvpa_tool,3class_accuracy>0.6; subtype_signatures,subtype_classifier.pkl; connectivity_signatures.npy,,,,,
CLIN-009,Clinical Analysis,Full-Stack,Track longitudinal atrophy in repeated OASIS scans,OASIS VBM repeated scans,,Measure brain shrinkage over time to monitor disease progression,registration_tool; segmentation_tool,atrophy_rate_computed; trajectory_fitted,atrophy_map.nii.gz; trajectory_plot.png,,,,,
CLIN-010,Clinical Analysis,Full-Stack,Perform QSM analysis to measure brain iron in basal ganglia,Simulated QSM dataset,,Quantify magnetic susceptibility to assess iron accumulation in Parkinson's,qsm_tool; segmentation_tool,susceptibility_maps; physiological_range,qsm_map.nii.gz; iron_measurements.csv,,,,,
CLIN-011,Clinical Analysis,Full-Stack,Compute MRS metabolite concentrations in hippocampus,Simulated MRS dataset,,"Measure brain chemistry (NAA, Cho, Cr) to assess neuronal health",mrs_tool,metabolite_ratios; linewidth<10Hz,metabolite_concentrations.csv; spectrum_plot.png,,,,,
CLIN-012,Clinical Analysis,Full-Stack,Classify mild cognitive impairment vs Alzheimer's from OASIS,OASIS VBM dataset,nilearn.datasets.fetch_oasis_vbm,Distinguish early cognitive decline from dementia using brain atrophy patterns,mvpa_tool; clinical_decision_support,sensitivity>0.75; specificity>0.75,mci_classifier.pkl; roc_curves.png,,,,,
CLIN-013,Clinical Analysis,Full-Stack,Generate clinical report with automated ROI volumetry,Custom T1w scan,,Measure hippocampus and ventricle volumes and compare to normative database,freesurfer_tool; clinical_decision_support,roi_volumes; percentile_ranks,clinical_report.pdf; volume_table.csv,,,,,
CLIN-014,Clinical Analysis,Full-Stack,Identify treatment responders from baseline brain features,Simulated treatment dataset,,Predict which patients will benefit from intervention using pre-treatment scans,mvpa_tool; clinical_decision_support,responder_auc>0.7; predictive_features,responder_model.pkl; predictive_map.nii.gz,,,,,
CLIN-015,Clinical Analysis,Full-Stack,Calculate white matter hyperintensity burden in aging,OASIS T2-FLAIR (simulated),,Quantify white matter lesions associated with vascular risk and cognitive decline,segmentation_tool; clinical_decision_support,wmh_volume; fazekas_score,wmh_mask.nii.gz; burden_by_region.csv,,,,,
CLIN-016,Clinical Analysis,Full-Stack,Perform automated epilepsy focus localization from MRI,Simulated epilepsy dataset,,Detect subtle structural abnormalities causing seizures,segmentation_tool; clinical_decision_support,focus_detected; confidence_score>0.8,focus_mask.nii.gz; localization_report.pdf,,,,,
CLIN-017,Clinical Analysis,Full-Stack,Compute brain network resilience metrics in neurological disease,ABIDE dataset,nilearn.datasets.fetch_abide_pcp,Assess network robustness to damage as indicator of functional reserve,graph_theory_tool; clinical_decision_support,resilience_score; targeted_attack_curves,resilience_metrics.csv; attack_simulation.png,,,,,
CLIN-018,Clinical Analysis,Full-Stack,Perform multimodal fusion of PET and MRI for tumor characterization,Simulated PET+MRI,,Combine metabolic and structural imaging for surgical planning,multimodal_integration_tool; segmentation_tool,tumor_mask; metabolic_activity_map,tumor_segmentation.nii.gz; pet_overlay.nii.gz,,,,,
CLIN-019,Clinical Analysis,Full-Stack,Calculate pre-surgical language lateralization from fMRI,Localizer language task,,Determine which hemisphere controls language before brain surgery,nilearn_glm_tool; clinical_decision_support,laterality_index; dominant_hemisphere,laterality_map.nii.gz; laterality_index.txt,,,,,
CLIN-020,Clinical Analysis,Full-Stack,Generate normative growth charts for pediatric brain volumes,Development fMRI + ages,,Create age-referenced percentile curves for clinical comparison,statistical_inference_tool; clinical_decision_support,growth_curves; percentile_bands,growth_charts.png; normative_data.csv,,,,,
,,,,,,,,,,,,,,
RT-001,Real-time Processing,Full-Stack,Set up real-time fMRI neurofeedback for amygdala down-regulation,Simulated real-time stream,,Give live feedback about amygdala activity so person can learn to calm it,realtime_fmri_tool; registration_tool,latency<1.5*TR; signal_extracted_realtime,feedback_timeseries.csv; performance_log.json,,,,,
RT-002,Real-time Processing,Full-Stack,Implement incremental GLM for online activation detection,Streaming Localizer data,,Update statistical model as each brain volume arrives during scan,realtime_fmri_tool; nilearn_glm_tool,online_activation_detected; latency<2s,online_zstats.csv; detection_timestamps.json,,,,,
RT-003,Real-time Processing,Full-Stack,Perform real-time motion correction and quality assessment,Streaming fMRI volumes,,Correct head movement and flag data quality problems as scan happens,realtime_fmri_tool; qc_tools,motion_corrected_online; qa_metrics_realtime,motion_params.csv; qa_flags.json,,,,,
RT-004,Real-time Processing,Full-Stack,Run online ICA for real-time denoising,Streaming resting-state,,Remove artifacts like breathing and heartbeat as data is collected,realtime_fmri_tool; mne_ica_tool,ica_components_online; noise_removed_realtime,clean_volumes.nii.gz; removed_components.csv,,,,,
RT-005,Real-time Processing,Full-Stack,Implement adaptive task difficulty based on brain state,Real-time Haxby stream,,Adjust task hardness based on current brain activity to maintain engagement,realtime_fmri_tool; mvpa_tool,difficulty_adapted; brain_state_decoded,difficulty_log.csv; performance_curve.png,,,,,
RT-006,Real-time Processing,Full-Stack,Perform real-time MVPA decoding of visual categories,Streaming Haxby data,,Classify what object person is viewing from brain activity in real-time,realtime_fmri_tool; mvpa_tool,online_decoding_accuracy>0.7; latency<3s,decoded_labels.csv; accuracy_by_volume.png,,,,,
RT-007,Real-time Processing,Full-Stack,Run online connectivity estimation for neurofeedback,Streaming rest data,,Calculate brain region correlations in real-time for connectivity training,realtime_fmri_tool; connectivity_tool,connectivity_updated_online; window_size=30s,connectivity_timeseries.csv; network_evolution.png,,,,,
RT-008,Real-time Processing,Full-Stack,Implement real-time quality control with automatic scan abort,Streaming fMRI with motion,,Detect severe motion or artifacts and trigger scan termination to save time,realtime_fmri_tool; qc_tools,abort_threshold_defined; automatic_termination,qc_timeseries.csv; abort_decisions.json,,,,,
RT-009,Real-time Processing,Full-Stack,Perform online normalization to standard space,Streaming EPI volumes,,Warp each brain volume to template space as it's acquired,realtime_fmri_tool; registration_tool,online_normalization; latency<2s,normalized_volumes.nii.gz; transform_log.json,,,,,
RT-010,Real-time Processing,Full-Stack,Run real-time independent component classifiers,Streaming fMRI,,Automatically label ICA components as signal vs noise online,realtime_fmri_tool; mne_ica_tool,component_classification_online; signal_retained,component_labels.csv; classifier_confidence.json,,,,,
RT-011,Real-time Processing,Full-Stack,Implement prospective motion correction from navigator echoes,Real-time with navigators,,Update scan parameters mid-acquisition to follow head movement,realtime_fmri_tool,prospective_correction; position_tracking,motion_trajectory.csv; correction_params.json,,,,,
RT-012,Real-time Processing,Full-Stack,Perform online temporal filtering and physiological noise removal,Streaming fMRI + physio,,Remove breathing and cardiac artifacts in real-time using recorded physiology,realtime_fmri_tool,bandpass_filtered_online; retroicor_applied,filtered_data.nii.gz; physio_regressors.csv,,,,,
RT-013,Real-time Processing,Full-Stack,Run real-time spatial smoothing with adaptive kernel,Streaming fMRI volumes,,Apply Gaussian smoothing online with kernel size adjusted to SNR,realtime_fmri_tool,adaptive_smoothing; optimal_fwhm_selected,smoothed_volumes.nii.gz; kernel_log.csv,,,,,
RT-014,Real-time Processing,Full-Stack,Implement online brain state classification for closed-loop stimulation,Real-time EEG-fMRI,,Classify vigilance states to trigger intervention at optimal moments,realtime_fmri_tool; mne_preprocessing_tool,state_classified_online; trigger_sent,state_labels.csv; trigger_times.json,,,,,
RT-015,Real-time Processing,Full-Stack,Perform real-time ROI signal extraction with drift correction,Streaming fMRI,,Extract timecourse from region and remove slow drifts as scan progresses,realtime_fmri_tool,roi_signal_online; drift_removed,roi_timecourse.csv; drift_model.json,,,,,
RT-016,Real-time Processing,Full-Stack,Run online quality metrics dashboard with visualization,Streaming fMRI,,"Display live plots of motion, SNR, and activation to monitor scan",realtime_fmri_tool; visualization_tools,dashboard_updated; refresh_rate>1Hz,qc_dashboard.html; metrics_log.json,,,,,
RT-017,Real-time Processing,Full-Stack,Implement real-time tensor decomposition for denoising,Streaming multiecho fMRI,,Use multi-echo information to separate BOLD from non-BOLD signals online,realtime_fmri_tool,tensor_decomposition_online; echo_separated,denoised_volumes.nii.gz; component_timecourses.csv,,,,,
RT-018,Real-time Processing,Full-Stack,Perform online event detection for task-free paradigms,Streaming rest data,,Identify spontaneous brain events as they occur during resting scan,realtime_fmri_tool,events_detected_online; event_catalog,detected_events.csv; event_waveforms.npy,,,,,
RT-019,Real-time Processing,Full-Stack,Run real-time seed-based connectivity for neurofeedback training,Streaming rest data,,Show live correlation between two brain regions for connectivity training,realtime_fmri_tool; connectivity_tool,seed_correlation_online; feedback_display,correlation_timeseries.csv; training_progress.png,,,,,
RT-020,Real-time Processing,Full-Stack,Implement online k-space artifact detection and rejection,Real-time k-space data,,Detect corrupted k-space lines and exclude before image reconstruction,realtime_fmri_tool,artifact_detection_kspace; corrupted_excluded,artifact_flags.csv; rejection_log.json,,,,,
,,,,,,,,,,,,,,
SIM-001,Simulation,Full-Stack,Simulate BOLD timeseries using Jansen-Rit neural mass model,AAL atlas connectivity,,Generate synthetic brain activity from coupled neural populations,brain_simulation_tool,bold_simulated; oscillations_present,simulated_bold.npy; power_spectra.png,,,,,
SIM-002,Simulation,Full-Stack,Generate synthetic fMRI with known ground truth activations,Brainomics paradigm,,Create artificial data where true activation locations are known for testing,brain_simulation_tool,synthetic_bold_generated; snr_controlled,synthetic_fmri.nii.gz; ground_truth_mask.nii.gz,,,,,
SIM-003,Simulation,Full-Stack,Simulate resting-state networks using Kuramoto oscillators,Yeo 7 networks,,Model spontaneous activity with coupled phase oscillators on network,brain_simulation_tool,oscillator_dynamics; phase_synchrony,phase_timeseries.npy; synchrony_matrix.png,,,,,
SIM-004,Simulation,Full-Stack,Create synthetic DWI data with crossing fibers,Tractography ground truth,,Generate diffusion signals with known fiber orientations for validation,brain_simulation_tool,dwi_simulated; fiber_crossings=3,synthetic_dwi.nii.gz; fiber_ground_truth.nii.gz,,,,,
SIM-005,Simulation,Full-Stack,Simulate lesion effects using virtual brain lesioning,AAL parcellation,,Model how damage to specific regions affects network dynamics,brain_simulation_tool; lesion_detection_tool,lesioned_dynamics; deficit_predicted,lesion_simulation.json; deficit_scores.csv,,,,,
SIM-006,Simulation,Full-Stack,Generate synthetic MEG data with known source locations,Cortical surface mesh,,Create sensor-level MEG signals from specified brain sources,brain_simulation_tool; mne_source_tool,meg_simulated; dipole_sources=5,synthetic_meg.fif; source_positions.csv,,,,,
SIM-007,Simulation,Full-Stack,Simulate HRF variations across subjects and regions,Standard HRF parameters,,Model hemodynamic response variability for statistical power analysis,brain_simulation_tool,hrf_variability; canonical_plus_derivatives,hrf_library.npy; variability_plot.png,,,,,
SIM-008,Simulation,Full-Stack,Create synthetic activation patterns with spatial autocorrelation,Spatial smoothness params,,Generate realistic activation maps with controlled spatial properties,brain_simulation_tool,spatially_correlated; smoothness_fwhm=6mm,synthetic_activation.nii.gz; acf_params.csv,,,,,
SIM-009,Simulation,Full-Stack,Simulate task-based fMRI with parametric modulation,Event timing design,,Model brain responses with amplitude varying by task difficulty,brain_simulation_tool,parametric_modulation; linear_relationship,simulated_task_fmri.nii.gz; modulator_betas.npy,,,,,
SIM-010,Simulation,Full-Stack,Generate synthetic connectivity with hub structure,Scale-free network,,Create brain networks with realistic hub topology for graph theory testing,brain_simulation_tool; graph_theory_tool,scale_free_network; hub_nodes_identified,connectivity_matrix.npy; degree_distribution.png,,,,,
SIM-011,Simulation,Full-Stack,Simulate multi-echo fMRI with known TE-dependent decay,Multi-echo parameters,,Create synthetic multi-echo data where BOLD vs non-BOLD components known,brain_simulation_tool,multiecho_simulated; te_dependent_signal,synthetic_echoes.nii.gz; decay_curves.png,,,,,
SIM-012,Simulation,Full-Stack,Create synthetic lesion dataset with various sizes and locations,Brain template,,Generate labeled lesion masks for training segmentation algorithms,brain_simulation_tool; segmentation_tool,lesions_generated=100; size_range=1-50ml,lesion_library.nii.gz; lesion_catalog.csv,,,,,
SIM-013,Simulation,Full-Stack,Simulate hemodynamic response with balloon model,Vascular parameters,,Model detailed neurovascular coupling using biophysical balloon model,brain_simulation_tool,balloon_model_timecourse; cbf_cbv_bold,hemodynamic_response.npy; parameter_sensitivity.png,,,,,
SIM-014,Simulation,Full-Stack,Generate synthetic perfusion data with transit delays,Vascular territory map,,Simulate ASL with realistic blood arrival time variations,brain_simulation_tool; asl_perfusion_tool,perfusion_simulated; transit_delays,synthetic_asl.nii.gz; arrival_time_map.nii.gz,,,,,
SIM-015,Simulation,Full-Stack,Simulate Wilson-Cowan excitatory-inhibitory dynamics,E-I coupling parameters,,Model excitatory-inhibitory balance with Wilson-Cowan equations,brain_simulation_tool,excitatory_inhibitory_balance; oscillations,ei_timeseries.npy; phase_portrait.png,,,,,
SIM-016,Simulation,Full-Stack,Create synthetic population with known genetic architecture,Heritability parameters,,Simulate individuals with genetic variants affecting brain phenotypes,brain_simulation_tool; genetics_genomics_tools,subjects_simulated=500; heritability=0.4,synthetic_genotypes.bed; simulated_phenotypes.csv,,,,,
SIM-017,Simulation,Full-Stack,Simulate motion artifacts with realistic head displacement,Motion trajectory,,Generate fMRI data corrupted by known motion for QC testing,brain_simulation_tool; qc_tools,motion_corrupted; framewise_displacement,motion_corrupted.nii.gz; motion_params.csv,,,,,
SIM-018,Simulation,Full-Stack,Generate synthetic tractography with known connectivity matrix,Structural connectome,,Create streamlines connecting regions according to specified connectivity,brain_simulation_tool; diffusion_tractography_tool,tractogram_generated; matrix_preserved,synthetic_tracts.tck; connectivity_matrix.npy,,,,,
SIM-019,Simulation,Full-Stack,Simulate group differences with controlled effect sizes,Between-group design,,Create two populations with specified standardized mean differences,brain_simulation_tool; statistical_inference_tool,groups_simulated; cohens_d=0.5,group1_data.npy; group2_data.npy; effect_sizes.csv,,,,,
SIM-020,Simulation,Full-Stack,Create synthetic fMRI with known noise structure,Noise covariance matrix,,Generate data with realistic temporal and spatial correlation structure,brain_simulation_tool,noise_structure_realistic; ar_coefficient=0.3,synthetic_fmri.nii.gz; noise_covariance.npy,,,,,
,,,,,,,,,,,,,,
VIZ-001,Visualization,Full-Stack,Create interactive 3D brain with activation overlay from Haxby,Haxby face>house contrast,,Make rotatable 3D brain showing where faces activate more than houses,interactive_visualization_tools; advanced_visualization_tool,interactive_html_generated; rotation_enabled,brain_3d.html; screenshot.png,,,,,
VIZ-002,Visualization,Full-Stack,Generate glass brain plot of Localizer group activation,Localizer calculation contrast,,Show activation on transparent brain outlines from multiple angles,advanced_visualization_tool,glass_brain_generated; 3_views,glass_brain.png,,,,,
VIZ-003,Visualization,Full-Stack,Plot connectivity matrix with hierarchical clustering,ABIDE connectivity data,,Visualize correlation matrix with regions reordered by similarity,connectivity_tool; advanced_visualization_tool,matrix_plot; clustering_dendrogram,connectivity_matrix.png; dendrogram.png,,,,,
VIZ-004,Visualization,Full-Stack,Create surface plot of cortical thickness on fsaverage,FreeSurfer thickness data,,Display thickness values painted on inflated cortical surface,advanced_visualization_tool,surface_plot_lh; surface_plot_rh,thickness_lh.png; thickness_rh.png,,,,,
VIZ-005,Visualization,Full-Stack,Generate connectome circle plot with Dosenbach ROIs,Dosenbach connectivity,,Show network connections as chords in circular layout,connectivity_tool; advanced_visualization_tool,circle_plot_generated; network_colors,connectome_circle.png,,,,,
VIZ-006,Visualization,Full-Stack,Plot MVPA searchlight accuracy map on brain slices,Haxby searchlight results,,Display decoding accuracy overlaid on anatomical slices,searchlight_tool; advanced_visualization_tool,accuracy_overlay; slice_views,searchlight_slices.png,,,,,
VIZ-007,Visualization,Full-Stack,Create animated movie of dynamic connectivity states,Development fMRI dynamics,,Show how network connections change over time in video format,dynamic_connectivity_tool; advanced_visualization_tool,animation_generated; fps=2,connectivity_movie.mp4; state_colorbar.png,,,,,
